cat_periodo,mrun,gen_alu,fec_nac_alu,rango_edad,anio_ing_carr_ori,sem_ing_carr_ori,fecha_obtencion_titulo,tipo_inst_1,tipo_inst_2,cod_inst,nomb_inst,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,tipo_plan_carr,area_conocimiento,area_generica,cine_f_13_area,cine_f_13_subarea,anio_titulo,mes_titulo,semestre_titulo,duracion_real_sem,edad_titulacion,edad_ingreso,sobreduracion_sem,indice_duracion,titulacion_oportuna,categoria_rezago,genero,cohorte_ingreso,es_no_presencial,atipico_duracion,atipico_edad,atipico_teorica,es_atipico
2025,24993713,1,198402,40 y Más Años,2022,1,20250626,Institutos Profesionales,Institutos Profesionales,176,Ip del Valle Central,880,Ingenieria de Ejecucion en Gestion de Seguridad Privada,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Biobío,Concepcion,Concepcion,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Ingeniería en Seguridad Privada,Servicios,Servicios de Seguridad,2025,6,1,7,41,38,-1,0.875,True,Oportuna,Hombre,2022,True,False,False,False,False
2022,9209733,1,200106,20 a 24 Años,2020,1,20220624,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,131,Gastronomia Internacional,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Metropolitana,Santiago,Maipu,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Gastronomía y Cocina,Servicios,Servicios Personales,2022,6,1,5,21,19,1,1.25,False,Rezago leve,Hombre,2020,False,False,False,False,False
2024,9565252,2,199810,25 a 29 Años,2017,1,20240604,Universidades,Universidades Cruch,86,Pontificia Universidad Catolica de Chile,63,Bioquimica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Ciencias Básicas,Bioquímica,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,2024,6,1,15,25,19,5,1.5,False,Rezago severo,Mujer,2017,False,False,False,False,False
2021,4376422,1,199806,20 a 24 Años,2018,1,20211102,Institutos Profesionales,Institutos Profesionales,123,Ip de Chile,43,Tecnico en Mecanica Automotriz y Autotronica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,La Araucanía,Cautin,Temuco,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2021,11,2,8,23,20,3,1.6,False,Rezago moderado,Hombre,2018,False,False,False,False,False
2025,14338670,2,200305,20 a 24 Años,2023,1,20260220,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,118,Tecnico en Administracion de Empresas Mencion Recursos Humanos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Conchali,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2026,2,1,7,22,20,2,1.4,False,Rezago leve,Mujer,2023,True,False,False,False,False
2021,14142529,2,198712,30 a 34 Años,2006,1,20211011,Universidades,Universidades Cruch,88,Universidad Tecnica Federico Santa Maria,348,Tecnico Universitario en Mineria y Metalurgia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,6,Valparaíso,Valparaiso,Viña del Mar,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Minería,"Ingeniería, Industria y Construcción",Industria y Producción,2021,10,2,32,33,19,26,5.333,False,Rezago severo,Mujer,2006,False,False,False,False,False
2022,22461619,1,198311,35 a 39 Años,2018,1,20220611,Universidades,Universidades Cruch,81,Universidad Arturo Prat,14,Ingenieria Comercial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Tarapacá,Iquique,Iquique,Diurna,Presencial,Plan Especial,Administración y Comercio,Ingeniería Comercial,Administración de Empresas y Derecho,Educación Comercial y Administración,2022,6,1,9,38,35,-1,0.9,True,Oportuna,Hombre,2018,False,False,False,False,False
2024,17294025,2,199705,25 a 29 Años,2023,1,20250103,Centros de Formación Técnica,Centros de Formación Técnica,633,Cft Teodoro Wickel Kluwen,57,Tecnico de Nivel Superior en Educacion Parvularia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,La Araucanía,Cautin,Temuco,Vespertina,Presencial,Plan Regular,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2025,1,1,5,27,26,1,1.25,False,Rezago leve,Mujer,2023,False,False,False,False,False
2020,3020356,1,199206,25 a 29 Años,2016,1,20200313,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,52,Ingenieria en Marketing,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,La Florida,Diurna,Presencial,Plan Regular,Administración y Comercio,Ingeniería en Marketing,Administración de Empresas y Derecho,Educación Comercial y Administración,2020,3,1,9,27,24,1,1.125,False,Rezago leve,Hombre,2016,False,False,False,False,False
2025,13132105,2,199903,25 a 29 Años,2021,1,20250814,Institutos Profesionales,Institutos Profesionales,100,Ip Inacap,176,Construccion Civil,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Maipu,Diurna,Presencial,Plan Regular,Tecnología,Construcción Civil,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2025,8,2,10,26,22,2,1.25,False,Rezago leve,Mujer,2021,False,False,False,False,False
2022,10602901,1,199410,25 a 29 Años,2018,1,20220516,Institutos Profesionales,Institutos Profesionales,137,Ip Eatri,2,Traductor e Interprete de Enlace Mencion Ingles,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,9,Metropolitana,Santiago,Providencia,Vespertina,Presencial,Plan Regular,Humanidades,Traducción e Interpretación,Artes y Humanidades,Idiomas,2022,5,1,9,27,24,0,1.0,True,Oportuna,Hombre,2018,False,False,False,False,False
2024,4790746,1,200112,20 a 24 Años,2020,1,20240331,Universidades,Universidades Cruch,34,Universidad de los Andes,247,Comunicacion Audiovisual,Pregrado,Profesional con Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Las Condes,Diurna,Presencial,Plan Regular,Arte y Arquitectura,Comunicación Audiovisual Y/O Multimedia,Artes y Humanidades,Artes,2024,3,1,9,22,19,1,1.125,False,Rezago leve,Hombre,2020,False,False,False,False,False
2025,28346135,2,199806,25 a 29 Años,2023,1,20260227,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,120,Tecnico en Administracion,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Tarapacá,Iquique,Iquique,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2026,2,1,7,27,25,2,1.4,False,Rezago leve,Mujer,2023,False,False,False,False,False
2025,1126720,2,198801,35 a 39 Años,2022,1,20251224,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,486,Ingenieria en Administracion Mencion Marketing,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Valparaíso,Valparaiso,Viña del Mar,Vespertina,Presencial,Plan Regular,Administración y Comercio,Ingeniería en Marketing,Administración de Empresas y Derecho,Educación Comercial y Administración,2025,12,2,8,37,34,0,1.0,True,Oportuna,Mujer,2022,False,False,False,False,False
2023,3408364,1,198712,35 a 39 Años,2019,1,20230904,Institutos Profesionales,Institutos Profesionales,100,Ip Inacap,168,"Ingenieria en Telecomunicaciones, Conectividad y Redes",Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Tecnología,Ingeniería en Telecomunicaciones,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2023,9,2,10,35,32,2,1.25,False,Rezago leve,Hombre,2019,False,False,False,False,False
2023,4619508,2,200211,20 a 24 Años,2022,1,20240104,Universidades,Universidades Cruch,93,Universidad Catolica de la Santisima Concepcion,76,Tecnico Universitario en Logistica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,1,4,Biobío,Biobio,Los Angeles,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Logística,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,1,1,5,21,20,1,1.25,False,Rezago leve,Mujer,2022,False,False,False,False,False
2022,12403509,2,200206,20 a 24 Años,2020,1,20220909,Centros de Formación Técnica,Centros de Formación Técnica,367,Cft San Agustin,137,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Maule,Cauquenes,Cauquenes,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2022,9,2,6,20,18,1,1.2,False,Rezago leve,Mujer,2020,False,False,False,False,False
2021,5308959,1,198901,30 a 34 Años,2014,1,20210331,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,112,Ingenieria de Ejecucion en Administracion de Empresas Mencion Marketing,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,Conchali,A Distancia,No Presencial,Plan Regular,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2021,3,1,15,32,25,7,1.875,False,Rezago severo,Hombre,2014,True,False,False,False,False
2022,5254568,2,200111,20 a 24 Años,2020,1,20220614,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,99,Laboratorista Dental,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Técnico Laboratorista Dental,Salud y Bienestar,Salud,2022,6,1,5,20,19,0,1.0,True,Oportuna,Mujer,2020,False,False,False,False,False
2021,16245593,1,198601,35 a 39 Años,2019,1,20210825,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,376,Tecnico en Mecanica Automotriz y Autotronica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Coquimbo,Elqui,La Serena,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2021,8,2,6,35,33,1,1.2,False,Rezago leve,Hombre,2019,False,False,False,False,False
2024,14277862,1,200011,20 a 24 Años,2019,1,20240321,Universidades,Universidades Cruch,87,Universidad de Concepcion,64,Licenciatura en Quimica-Quimico,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Ciencias Básicas,"Química, Licenciado en Química","Ciencias Naturales, Matemáticas y Estadística",Ciencias Físicas,2024,3,1,11,23,19,1,1.1,False,Rezago leve,Hombre,2019,False,False,False,False,False
2024,6688005,2,199611,25 a 29 Años,2021,2,20240927,Universidades,Universidades Privadas,19,Universidad de las Americas,172,Tecnico de Nivel Superior en Agroviticultura y Enologia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Santiago,Providencia,Diurna,Presencial,Plan Regular,Agropecuaria,Técnico en Vitivinicultura Y/O Enología,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,2024,9,2,7,27,25,2,1.4,False,Rezago leve,Mujer,2021,False,False,False,False,False
2023,18676293,2,199711,25 a 29 Años,2021,1,20230721,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,85,Tecnico de Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,San Joaquin,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2023,7,1,5,25,24,0,1.0,True,Oportuna,Mujer,2021,False,False,False,False,False
2023,16969915,2,199712,25 a 29 Años,2016,1,20240116,Universidades,Universidades Cruch,73,Universidad de Antofagasta,28,Medicina,Pregrado,Profesional con Licenciatura,Carreras Profesionales,14,1,14,Antofagasta,Antofagasta,Antofagasta,Diurna,Presencial,Plan Regular,Salud,Medicina,Salud y Bienestar,Salud,2024,1,1,17,26,19,3,1.214,False,Rezago moderado,Mujer,2016,False,False,False,False,False
2020,20048878,2,199601,20 a 24 Años,2018,1,20200825,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,36,Tecnico en Enfermeria Mencion en Ginecobstetricia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Lib. Gral. B. O'Higgins,Cachapoal,Rancagua,Vespertina,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2020,8,2,6,24,22,1,1.2,False,Rezago leve,Mujer,2018,False,False,False,False,False
2021,7095107,2,198002,40 y Más Años,2018,2,20210408,Institutos Profesionales,Institutos Profesionales,152,Ip Latinoamericano de Comercio Exterior - Iplacex,281,Tecnico en Educacion Parvularia,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Metropolitana,Santiago,Santiago,A Distancia,No Presencial,Plan Regular,Educación,Técnico Asistente del Educador de Párvulos,Educación,Educación,2021,4,1,6,41,38,2,1.5,False,Rezago leve,Mujer,2018,True,False,False,False,False
2022,7519969,1,199707,20 a 24 Años,2016,1,20221125,Universidades,Universidades Privadas,20,Universidad Andres Bello,6,Derecho,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Derecho,Derecho,Administración de Empresas y Derecho,Derecho,2022,11,2,14,25,19,4,1.4,False,Rezago moderado,Hombre,2016,False,False,False,False,False
2023,8289679,1,199809,20 a 24 Años,2018,1,20230503,Institutos Profesionales,Institutos Profesionales,100,Ip Inacap,126,Ingenieria en Minas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Tarapacá,Iquique,Iquique,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Minas,"Ingeniería, Industria y Construcción",Industria y Producción,2023,5,1,11,24,20,3,1.375,False,Rezago moderado,Hombre,2018,False,False,False,False,False
2025,11976456,1,199903,25 a 29 Años,2018,1,20250912,Universidades,Universidades Cruch,3,Universidad Diego Portales,11,Ingenieria Civil en Informatica y Telecomunicaciones,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,0,11,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil en Computación e Informática,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2025,9,2,16,26,19,5,1.455,False,Rezago severo,Hombre,2018,False,False,False,False,False
2022,21326915,2,200109,20 a 24 Años,2020,1,20221004,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,47,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Maule,Talca,Talca,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2022,10,2,6,21,19,1,1.2,False,Rezago leve,Mujer,2020,False,False,False,False,False
2025,20799365,2,199712,25 a 29 Años,2021,1,20250704,Universidades,Universidades Privadas,31,Universidad Autonoma de Chile,25,Pedagogia en Ingles,Pregrado,Profesional con Licenciatura,Carreras Profesionales,9,1,9,Metropolitana,Santiago,San Miguel,Diurna,Presencial,Plan Regular,Educación,Pedagogía en Idiomas,Educación,Educación,2025,7,1,9,27,24,0,1.0,True,Oportuna,Mujer,2021,False,False,False,False,False
2025,19320009,2,200307,20 a 24 Años,2023,1,20250731,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,110,Tecnico Veterinario y Pecuario,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Cordillera,Puente Alto,Diurna,Presencial,Plan Regular,Agropecuaria,Técnico Veterinario,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,2025,7,1,5,22,20,0,1.0,True,Oportuna,Mujer,2023,False,False,False,False,False
2020,1443071,2,199307,25 a 29 Años,2012,1,20200731,Universidades,Universidades Cruch,75,Universidad del Bio-Bio,25,Pedagogia en Historia y Geografia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Ñuble,Diguillin,Chillan,Diurna,Presencial,Plan Regular,Educación,"Pedagogía en Historia, Geografía y Ciencias Sociales",Educación,Educación,2020,7,1,17,27,19,7,1.7,False,Rezago severo,Mujer,2012,False,False,False,False,False
2023,5262456,1,198906,30 a 34 Años,2019,1,20240129,Universidades,Universidades Privadas,4,Universidad Central de Chile,6,Psicologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Ciencias Sociales,Psicología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,2024,1,1,11,34,30,1,1.1,False,Rezago leve,Hombre,2019,False,False,False,False,False
2022,15656450,2,199107,30 a 34 Años,2020,1,20221004,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,107,Contabilidad General,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Coquimbo,Limari,Ovalle,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Contabilidad General,Administración de Empresas y Derecho,Educación Comercial y Administración,2022,10,2,6,31,29,1,1.2,False,Rezago leve,Mujer,2020,False,False,False,False,False
2022,9691678,1,199707,20 a 24 Años,2017,1,20220810,Universidades,Universidades Privadas,31,Universidad Autonoma de Chile,71,Ingenieria Civil Industrial,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,1,11,Metropolitana,Santiago,Providencia,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería Civil Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2022,8,2,12,25,20,1,1.091,False,Rezago leve,Hombre,2017,False,False,False,False,False
2022,199155,1,199506,25 a 29 Años,2015,1,20220606,Universidades,Universidades Privadas,31,Universidad Autonoma de Chile,39,Kinesiologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Metropolitana,Santiago,San Miguel,Diurna,Presencial,Plan Regular,Salud,Kinesiología,Salud y Bienestar,Salud,2022,6,1,15,27,20,5,1.5,False,Rezago severo,Hombre,2015,False,False,False,False,False
2021,23386020,2,199508,25 a 29 Años,2019,1,20210310,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,131,Gastronomia Internacional,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Metropolitana,Santiago,Maipu,Diurna,Presencial,Plan Regular,Administración y Comercio,Técnico en Gastronomía y Cocina,Servicios,Servicios Personales,2021,3,1,5,25,24,1,1.25,False,Rezago leve,Mujer,2019,False,False,False,False,False
2024,10188112,1,200501,15 a 19 Años,2023,1,20241022,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,135,Mecanica Automotriz en Maquinaria Pesada,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Maule,Talca,Talca,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2024,10,2,4,19,18,0,1.0,True,Oportuna,Hombre,2023,False,False,False,False,False
